"","genome_ID","total_n","total_seq_bp","avg_seq_bp","median_seq_bp","N50_bp","min_seq_bp","max_seq_bp"
"1264","plate6.G5.pilon.contigs_renamed.fasta",61,6145820,100751.15,445,658360,128,1165472
"1265","plate6.G6.pilon.contigs_renamed.fasta",71,4531846,63828.82,361,433475,128,647394
"1266","plate6.G8.pilon.contigs_renamed.fasta",82,6075844,74095.66,353.5,389175,128,778206
"1267","plate6.G9.pilon.contigs_renamed.fasta",50,6063742,121274.84,39726,332164,128,729540
"1268","plate6.H10.pilon.contigs_renamed.fasta",49,6087430,124233.27,315,1437551,128,2740062
"1269","plate6.H11.pilon.contigs_renamed.fasta",79,5945282,75256.73,415,574765,128,906464
"1270","plate6.H1.pilon.contigs_renamed.fasta",108,6081790,56312.87,317.5,797422,128,1239256
"1272","plate6.H5.pilon.contigs_renamed.fasta",194,6086380,31373.09,354.5,426252,128,1108106
"1273","plate6.H6.pilon.contigs_renamed.fasta",30,6085822,202860.73,324.5,869415,128,1702139
"1274","plate6.H7.pilon.contigs_renamed.fasta",43,6131897,142602.26,19840,540451,128,820899
"1275","plate6.H8.pilon.contigs_renamed.fasta",73,6072873,83190.04,333,848013,128,1426654
"1276","plate6.H9.pilon.contigs_renamed.fasta",52,5954010,114500.19,631,714674,128,1023257
"1277","plate7.A10.pilon.contigs_renamed.fasta",94,6149289,65417.97,371,405695,128,864754
"1278","plate7.A11.pilon.contigs_renamed.fasta",116,6001684,51738.66,363,447110,128,903608
"1279","plate7.A12.pilon.contigs_renamed.fasta",136,6164162,45324.72,344,311345,128,1427060
"1280","plate7.A1.pilon.contigs_renamed.fasta",97,6042117,62289.87,347,674200,128,955437
"1281","plate7.A2.pilon.contigs_renamed.fasta",68,6033573,88729.01,355.5,658122,128,999493
"1282","plate7.A3.pilon.contigs_renamed.fasta",104,5967788,57382.58,334.5,730672,128,2060451
"1283","plate7.A4.pilon.contigs_renamed.fasta",89,5963141,67001.58,322,730710,128,2685345
"1284","plate7.A5.pilon.contigs_renamed.fasta",70,5850138,83573.4,357.5,340032,128,719114
"1285","plate7.A6.pilon.contigs_renamed.fasta",40,5946192,148654.8,385,730672,128,1320508
"1286","plate7.A7.pilon.contigs_renamed.fasta",56,5950971,106267.34,385.5,623451,128,893324
"1287","plate7.A8.pilon.contigs_renamed.fasta",126,6028355,47844.09,342.5,631659,128,1279724
"1288","plate7.A9.pilon.contigs_renamed.fasta",552,6445638,11676.88,348.5,196007,128,637614
"1289","plate7.B10.pilon.contigs_renamed.fasta",64,6134030,95844.22,7517.5,277722,128,921487
"1290","plate7.B11.pilon.contigs_renamed.fasta",77,6143452,79785.09,393,412018,128,864803
"1291","plate7.B1.pilon.contigs_renamed.fasta",141,6057631,42961.92,338,573030,128,812014
"1292","plate7.B2.pilon.contigs_renamed.fasta",49,6023136,122921.14,3245,440295,128,812014
"1293","plate7.B3.pilon.contigs_renamed.fasta",57,5951475,104411.84,337,730710,128,2607375
"1294","plate7.B4.pilon.contigs_renamed.fasta",76,5999880,78945.79,363.5,497886,128,2039143
"1295","plate7.B5.pilon.contigs_renamed.fasta",70,5849718,83567.4,407,387509,128,1176598
"1296","plate7.B6.pilon.contigs_renamed.fasta",47,5943469,126456.79,50487,359923,128,1217275
"1297","plate7.B7.pilon.contigs_renamed.fasta",55,5943734,108067.89,26896,353394,128,683155
"1298","plate7.B8.pilon.contigs_renamed.fasta",87,6011980,69103.22,408,443989,128,1204647
"1299","plate7.C12.pilon.contigs_renamed.fasta",144,6008236,41723.86,360,664939,128,786885
"1300","plate7.C1.pilon.contigs_renamed.fasta",74,5998299,81058.09,346,669538,128,1056161
"1301","plate7.C2.pilon.contigs_renamed.fasta",53,5989766,113014.45,747,410940,128,875460
"1302","plate7.C3.pilon.contigs_renamed.fasta",100,5986690,59866.9,357,497439,128,748139
"1303","plate7.C4.pilon.contigs_renamed.fasta",57,5846093,102563.04,408,381164,128,719114
"1304","plate7.C5.pilon.contigs_renamed.fasta",95,5859094,61674.67,359,483529,128,719114
"1305","plate7.C6.pilon.contigs_renamed.fasta",64,5897984,92156,25513,268200,128,567487
"1306","plate7.C7.pilon.contigs_renamed.fasta",53,5944514,112160.64,55564,243082,128,683448
"1307","plate7.C8.pilon.contigs_renamed.fasta",59,5951168,100867.25,370,417438,128,1650768
"1308","plate7.C9.pilon.contigs_renamed.fasta",52,5948524,114394.69,458.5,616684,128,831248
"1309","plate7.D10.pilon.contigs_renamed.fasta",68,5991380,88108.53,1357,324798,128,1013849
"1310","plate7.D12.pilon.contigs_renamed.fasta",89,5949734,66850.94,359,639272,128,1113931
"1311","plate7.D1.pilon.contigs_renamed.fasta",105,5956825,56731.67,454,357785,128,920141
"1312","plate7.D2.pilon.contigs_renamed.fasta",49,5988364,122211.51,1283,410940,128,875460
"1313","plate7.D3.pilon.contigs_renamed.fasta",63,5992498,95119.02,469,497784,128,875372
"1314","plate7.D4.pilon.contigs_renamed.fasta",100,5986576,59865.76,350.5,378525,128,1012852
"1315","plate7.D5.pilon.contigs_renamed.fasta",140,5873993,41957.09,338.5,337453,128,612695
"1316","plate7.D6.pilon.contigs_renamed.fasta",96,5841345,60847.34,26911.5,201805,128,428519
"1317","plate7.D7.pilon.contigs_renamed.fasta",74,5905804,79808.16,520,318860,128,578138
"1318","plate7.D8.pilon.contigs_renamed.fasta",61,5952719,97585.56,368,417275,128,964295
"1319","plate7.D9.pilon.contigs_renamed.fasta",64,5954547,93039.8,361,640175,128,1515077
"1320","plate7.E10.pilon.contigs_renamed.fasta",58,5951139,102605.84,390,730672,128,1495392
"1321","plate7.E11.pilon.contigs_renamed.fasta",53,6067213,114475.72,377,848013,128,1426768
"1322","plate7.E12.pilon.contigs_renamed.fasta",64,6092758,95199.34,332,1437556,128,2055827
"1323","plate7.E1.pilon.contigs_renamed.fasta",37,6084673,164450.62,371,1437556,128,2047358
"1324","plate7.E2.pilon.contigs_renamed.fasta",497,6408467,12894.3,346,314509,128,609031
"1325","plate7.E3.pilon.contigs_renamed.fasta",82,5986047,73000.57,357.5,551996,128,858683
"1326","plate7.E4.pilon.contigs_renamed.fasta",52,5960374,114622.58,562,647773,128,722322
"1327","plate7.E5.pilon.contigs_renamed.fasta",66,6066141,91911.23,408,377814,128,759887
"1328","plate7.E6.pilon.contigs_renamed.fasta",53,6058759,114316.21,21423,362111,128,760859
"1329","plate7.E7.pilon.contigs_renamed.fasta",76,5926019,77973.93,373.5,564610,128,1654798
"1330","plate7.E8.pilon.contigs_renamed.fasta",96,5909258,61554.77,446,219407,128,850181
"1331","plate7.E9.pilon.contigs_renamed.fasta",107,5995088,56028.86,368,514249,128,858892
"1332","plate7.F10.pilon.contigs_renamed.fasta",75,6062436,80832.48,5576,237177,128,916931
"1333","plate7.F12.pilon.contigs_renamed.fasta",204,6005832,29440.35,329.5,639929,128,2685345
"1334","plate7.F1.pilon.contigs_renamed.fasta",94,6100858,64902.74,318,723264,128,1826437
"1335","plate7.F2.pilon.contigs_renamed.fasta",474,6342746,13381.32,337,230392,128,588514
"1336","plate7.F3.pilon.contigs_renamed.fasta",94,5987543,63697.27,360,542717,128,785328
"1337","plate7.F4.pilon.contigs_renamed.fasta",59,5962329,101056.42,430,647773,128,722322
"1338","plate7.F5.pilon.contigs_renamed.fasta",85,5999900,70587.06,653,267552,128,735970
"1339","plate7.F6.pilon.contigs_renamed.fasta",56,6059266,108201.18,29427,523010,128,715839
"1340","plate7.F7.pilon.contigs_renamed.fasta",46,6060520,131750.43,6390,374552,128,760059
"1341","plate7.F9.pilon.contigs_renamed.fasta",108,6000528,55560.44,357.5,260707,128,733862
"1342","plate7.G11.pilon.contigs_renamed.fasta",131,6262526,47805.54,478,231511,128,619513
"1343","plate7.G1.pilon.contigs_renamed.fasta",161,6024631,37420.07,344,769973,128,1826449
"1344","plate7.G2.pilon.contigs_renamed.fasta",323,6060260,18762.41,351,275956,128,672914
"1345","plate7.G3.pilon.contigs_renamed.fasta",128,5988402,46784.39,365,267813,128,672856
"1346","plate7.G4.pilon.contigs_renamed.fasta",399,6093069,15270.85,340,694188,128,1035618
"1347","plate7.G5.pilon.contigs_renamed.fasta",90,5988485,66538.72,402,435093,128,1076752
"1348","plate7.G6.pilon.contigs_renamed.fasta",75,5994865,79931.53,510,307940,128,685202
"1349","plate7.G7.pilon.contigs_renamed.fasta",59,5952913,100896.83,463,615595,128,939786
"1350","plate7.G8.pilon.contigs_renamed.fasta",72,6093247,84628.43,318,890184,128,1181740
"1351","plate7.G9.pilon.contigs_renamed.fasta",901,5622059,6239.8,354,263542,128,580650
"1352","plate7.H10.pilon.contigs_renamed.fasta",165,6271143,38006.93,391,234496,128,619513
"1353","plate7.H11.pilon.contigs_renamed.fasta",163,6272577,38482.07,361,231071,128,619513
"1354","plate7.H1.pilon.contigs_renamed.fasta",103,6003963,58290.9,334,928638,128,1584031
"1355","plate7.H2.pilon.contigs_renamed.fasta",166,6217766,37456.42,589,890175,128,1437495
"1356","plate7.H3.pilon.contigs_renamed.fasta",171,6003146,35106.12,345,364088,128,672914
"1357","plate7.H4.pilon.contigs_renamed.fasta",137,6002167,43811.44,378,694391,128,995400
"1358","plate7.H5.pilon.contigs_renamed.fasta",99,5991138,60516.55,376,586435,128,1253282
"1359","plate7.H6.pilon.contigs_renamed.fasta",64,5955454,93053.97,370,640909,128,1190170
"1360","plate7.H7.pilon.contigs_renamed.fasta",78,5961079,76424.09,365.5,730710,128,2607609
"1361","plate7.H8.pilon.contigs_renamed.fasta",72,6096102,84668.08,336.5,1437556,128,1829263
"1362","plate7.H9.pilon.contigs_renamed.fasta",922,5645714,6123.33,347,837385,128,1483788
"1363","plate8.A10.pilon.contigs_renamed.fasta",114,5955533,52241.52,334.5,385435,128,906464
"1364","plate8.A11.pilon.contigs_renamed.fasta",114,5953487,52223.57,326.5,295298,128,906464
"1365","plate8.A1.pilon.contigs_renamed.fasta",105,6252608,59548.65,1099,214303,128,355214
"1367","plate8.A5.pilon.contigs_renamed.fasta",71,5994156,84424.73,362,332826,128,875460
"1368","plate8.A7.pilon.contigs_renamed.fasta",92,6000307,65220.73,317,344723,128,1502133
"1369","plate8.A8.pilon.contigs_renamed.fasta",778,5888906,7569.29,342,334369,128,819351
"1370","plate8.A9.pilon.contigs_renamed.fasta",97,6100825,62895.1,313,854467,128,1308798
"1371","plate8.B2.pilon.contigs_renamed.fasta",56,5950546,106259.75,342,640179,128,963809
"1372","plate8.B3.pilon.contigs_renamed.fasta",56,5951429,106275.52,320,730710,128,2685445
"1373","plate8.B4.pilon.contigs_renamed.fasta",502,6461792,12872.1,345,461571,128,837376
"1374","plate8.B5.pilon.contigs_renamed.fasta",43,5979069,139048.12,414,624783,128,943906
"1375","plate8.B6.pilon.contigs_renamed.fasta",73,6117511,83801.52,1082,444980,128,786884
"1376","plate8.B7.pilon.contigs_renamed.fasta",50,5925974,118519.48,366,694707,128,1530792
"1377","plate8.B8.pilon.contigs_renamed.fasta",53,5903402,111384.94,392,686604,128,830576
"1378","plate8.B9.pilon.contigs_renamed.fasta",61,5903867,96784.7,372,535444,128,1182575
"1379","plate8.C1.pilon.contigs_renamed.fasta",308,6026983,19568.13,348,412838,128,831080
"1380","plate8.C2.pilon.contigs_renamed.fasta",50,5949054,118981.08,434.5,553839,128,978544
"1381","plate8.C3.pilon.contigs_renamed.fasta",77,5958661,77385.21,340,683468,128,2001865
"1382","plate8.C4.pilon.contigs_renamed.fasta",67,5962387,88990.85,560,471338,128,960638
"1383","plate8.C5.pilon.contigs_renamed.fasta",531,6475081,12194.13,348,614585,128,928310
"1384","plate8.C6.pilon.contigs_renamed.fasta",42,5978680,142349.52,358.5,578413,128,855510
"1385","plate8.C7.pilon.contigs_renamed.fasta",64,6117218,95581.53,864,546339,128,786884
"1386","plate8.C8.pilon.contigs_renamed.fasta",76,5935286,78095.87,368.5,672409,128,848640
"1387","plate8.C9.pilon.contigs_renamed.fasta",95,5982822,62977.07,358,378509,128,626366
"1388","plate8.D10.pilon.contigs_renamed.fasta",379,6454846,17031.26,340,553514,128,1057670
"1389","plate8.D11.pilon.contigs_renamed.fasta",614,6499839,10586.06,339,373748,128,762778
"1390","plate8.D1.pilon.contigs_renamed.fasta",131,5998653,45791.24,357,375152,128,612287
"1391","plate8.D2.pilon.contigs_renamed.fasta",97,5976837,61616.88,388,271934,128,588401
"1392","plate8.D3.pilon.contigs_renamed.fasta",492,6713244,13644.8,344,375393,128,893399
"1393","plate8.D4.pilon.contigs_renamed.fasta",515,6719959,13048.46,342,375393,128,893684
"1394","plate8.D5.pilon.contigs_renamed.fasta",79,5995603,75893.71,513,263711,128,666936
"1395","plate8.D6.pilon.contigs_renamed.fasta",86,5996134,69722.49,385,360915,128,669752
"1396","plate8.D8.pilon.contigs_renamed.fasta",102,6001655,58839.75,348.5,338639,128,1029087
"1397","plate8.D9.pilon.contigs_renamed.fasta",68,6091899,89586.75,309.5,818118,128,2055830
"1398","plate8.E10.pilon.contigs_renamed.fasta",74,6094801,82362.18,322.5,1270429,128,2730232
"1399","plate8.E11.pilon.contigs_renamed.fasta",585,6232130,10653.21,339,650052,128,1181098
"1400","plate8.E1.pilon.contigs_renamed.fasta",98,5988713,61109.32,341.5,395176,128,936128
"1401","plate8.E2.pilon.contigs_renamed.fasta",110,5980594,54369.04,417,222658,128,497439
"1402","plate8.E3.pilon.contigs_renamed.fasta",895,6865545,7671,344,438775,128,1089361
"1403","plate8.E4.pilon.contigs_renamed.fasta",123,5900974,47975.4,345,462347,128,779873
"1404","plate8.E5.pilon.contigs_renamed.fasta",102,5961188,58443.02,374.5,283567,128,677714
"1405","plate8.E6.pilon.contigs_renamed.fasta",64,5992673,93635.52,411,410940,128,1041250
"1406","plate8.E7.pilon.contigs_renamed.fasta",75,5996421,79952.28,386,365905,128,842436
"1407","plate8.E8.pilon.contigs_renamed.fasta",116,6007765,51791.08,348.5,324798,128,875459
"1408","plate8.E9.pilon.contigs_renamed.fasta",81,6094809,75244.56,316,547276,128,890073
"1409","plate8.F10.pilon.contigs_renamed.fasta",73,5982846,81956.79,343,592470,128,1029781
"1410","plate8.F11.pilon.contigs_renamed.fasta",88,5988562,68051.84,344,1209754,128,2228839
"1411","plate8.F12.pilon.contigs_renamed.fasta",104,5995019,57644.41,306.5,1169133,128,1386342
"1412","plate8.F1.pilon.contigs_renamed.fasta",128,6014634,46989.33,470,259154,128,546772
"1413","plate8.F2.pilon.contigs_renamed.fasta",113,6004133,53133.92,1172,173120,128,449294
"1414","plate8.F3.pilon.contigs_renamed.fasta",74,5982695,80847.23,364.5,528427,128,858562
"1415","plate8.F4.pilon.contigs_renamed.fasta",73,5979734,81914.16,559,443308,128,829204
"1416","plate8.F5.pilon.contigs_renamed.fasta",67,5979940,89252.84,383,650946,128,1253282
"1417","plate8.F8.pilon.contigs_renamed.fasta",56,6087304,108701.86,341.5,740121,128,1555007
"1419","plate8.G1.pilon.contigs_renamed.fasta",385,6019855,15635.99,340,332251,128,758939
"1420","plate8.G2.pilon.contigs_renamed.fasta",561,5747152,10244.48,339,421656,128,973152
"1421","plate8.G3.pilon.contigs_renamed.fasta",129,6118394,47429.41,328,788003,128,1335388
"1422","plate8.G4.pilon.contigs_renamed.fasta",394,5996338,15219.13,343,249741,128,607052
"1423","plate8.G5.pilon.contigs_renamed.fasta",397,5996341,15104.13,337,280727,128,759054
"1424","plate8.G6.pilon.contigs_renamed.fasta",90,5918882,65765.36,369.5,471730,128,673437
"1425","plate8.G7.pilon.contigs_renamed.fasta",163,6079663,37298.55,4846,154876,128,695508
"1426","plate8.G8.pilon.contigs_renamed.fasta",390,6179135,15843.94,335.5,405315,128,690670
"1427","plate8.G9.pilon.contigs_renamed.fasta",344,6692279,19454.3,328.5,373260,128,951569
"1428","plate8.H1.pilon.contigs_renamed.fasta",575,6099824,10608.39,349,249544,128,607035
"1429","plate8.H2.pilon.contigs_renamed.fasta",849,6343263,7471.45,402,262049,128,621664
"1430","plate8.H3.pilon.contigs_renamed.fasta",970,6716998,6924.74,345,405147,128,1125423
"1431","plate8.H4.pilon.contigs_renamed.fasta",160,6129845,38311.53,323,1324119,128,1351819
"1432","plate8.H5.pilon.contigs_renamed.fasta",498,6099672,12248.34,348,216578,128,499506
"1433","plate8.H6.pilon.contigs_renamed.fasta",370,5959580,16106.97,346,279814,128,724074
"1434","plate8.H7.pilon.contigs_renamed.fasta",167,5903482,35350.19,342,276844,128,724035
"1435","plate8.H8.pilon.contigs_renamed.fasta",206,6016781,29207.67,312,744115,128,1592319
"1436","plate8.H9.pilon.contigs_renamed.fasta",1916,6775498,3536.27,349.5,452921,128,1449407
"1437","plate9.A10.pilon.contigs_renamed.fasta",94,5991743,63741.95,553,267419,128,812572
"1438","plate9.A11.pilon.contigs_renamed.fasta",77,6073640,78878.44,349,558130,128,1203260
"1439","plate9.A1.pilon.contigs_renamed.fasta",83,6036007,72722.98,415,457737,128,812014
"1440","plate9.A2.pilon.contigs_renamed.fasta",60,6029614,100493.57,364.5,702925,128,812014
"1441","plate9.A3.pilon.contigs_renamed.fasta",255,6026220,23632.24,346,623599,128,2025612
"1442","plate9.A4.pilon.contigs_renamed.fasta",56,5951463,106276.12,341,683681,128,1170542
"1443","plate9.A5.pilon.contigs_renamed.fasta",63,5848748,92837.27,414,351623,128,719114
"1444","plate9.A6.pilon.contigs_renamed.fasta",52,5948631,114396.75,335,639929,128,1581432
"1445","plate9.A7.pilon.contigs_renamed.fasta",65,5953712,91595.57,332,670706,128,1498319
"1446","plate9.A8.pilon.contigs_renamed.fasta",92,6016166,65393.11,383,673048,128,1118635
"1447","plate9.A9.pilon.contigs_renamed.fasta",95,6150992,64747.28,337,864020,128,1426915
"1448","plate9.B10.pilon.contigs_renamed.fasta",103,5995371,58207.49,427,360870,128,812572
"1449","plate9.B11.pilon.contigs_renamed.fasta",79,6071153,76850.04,414,366635,128,919784
"1450","plate9.B12.pilon.contigs_renamed.fasta",100,6104741,61047.41,320.5,1270424,128,2739840
"1451","plate9.B1.pilon.contigs_renamed.fasta",89,6040294,67868.47,354,600668,128,876810
"1452","plate9.B2.pilon.contigs_renamed.fasta",70,6033948,86199.26,397.5,613343,128,935743
"1453","plate9.B3.pilon.contigs_renamed.fasta",702,6271481,8933.73,401,566712,128,1086734
"1454","plate9.B4.pilon.contigs_renamed.fasta",65,5953843,91597.58,344,640179,128,1478102
"1455","plate9.B5.pilon.contigs_renamed.fasta",64,5845734,91339.59,602.5,334640,128,719114
"1456","plate9.B6.pilon.contigs_renamed.fasta",52,5949370,114410.96,398.5,568123,128,1470052
"1457","plate9.B7.pilon.contigs_renamed.fasta",63,5949404,94434.98,399,346560,128,976321
"1458","plate9.B8.pilon.contigs_renamed.fasta",94,6017641,64017.46,353,587086,128,1357082
"1459","plate9.B9.pilon.contigs_renamed.fasta",87,5986072,68805.43,378,528648,128,800286
"1460","plate9.C10.pilon.contigs_renamed.fasta",49,5948598,121399.96,427,639929,128,1213988
"1461","plate9.C11.pilon.contigs_renamed.fasta",69,5950731,86242.48,434,455887,128,927508
"1462","plate9.C12.pilon.contigs_renamed.fasta",120,6042194,50351.62,341.5,366879,128,970193
"1463","plate9.C1.pilon.contigs_renamed.fasta",78,5985060,76731.54,370,726359,128,1253502
"1464","plate9.C2.pilon.contigs_renamed.fasta",464,6159077,13273.87,365.5,338704,128,670273
"1465","plate9.C3.pilon.contigs_renamed.fasta",124,5963769,48094.91,363,323968,128,650220
"1467","plate9.C5.pilon.contigs_renamed.fasta",69,5844295,84699.93,11750,218072,128,483509
"1468","plate9.C6.pilon.contigs_renamed.fasta",81,5850086,72223.28,403,334641,128,720318
"1469","plate9.C7.pilon.contigs_renamed.fasta",239,5978781,25015.82,372,544425,128,1294505
"1470","plate9.C8.pilon.contigs_renamed.fasta",70,5954434,85063.34,382.5,511462,128,927397
"1471","plate9.C9.pilon.contigs_renamed.fasta",48,5948409,123925.19,384.5,623599,128,2060820
"1472","plate9.D10.pilon.contigs_renamed.fasta",583,6507409,11161.94,339,219382,128,705377
"1473","plate9.D12.pilon.contigs_renamed.fasta",104,5966543,57370.61,320.5,640179,128,1515035
"1474","plate9.D1.pilon.contigs_renamed.fasta",68,5980405,87947.13,482.5,592518,128,1004785
"1475","plate9.D2.pilon.contigs_renamed.fasta",61,5990255,98200.9,1439,365877,128,690232
"1476","plate9.D3.pilon.contigs_renamed.fasta",709,6286361,8866.52,407,228529,128,550913
"1477","plate9.D4.pilon.contigs_renamed.fasta",635,6202845,9768.26,342,617120,128,770197
"1478","plate9.D5.pilon.contigs_renamed.fasta",68,5847308,85989.82,469,334668,128,887237
"1479","plate9.D6.pilon.contigs_renamed.fasta",65,5844899,89921.52,1925,330064,128,719114
"1480","plate9.D7.pilon.contigs_renamed.fasta",81,6003551,74117.91,1985,271120,128,670107
"1481","plate9.D8.pilon.contigs_renamed.fasta",66,5952795,90193.86,368,530906,128,683696
"1482","plate9.D9.pilon.contigs_renamed.fasta",82,5958127,72660.09,370,511362,128,1320303
"1483","plate9.E10.pilon.contigs_renamed.fasta",65,5976404,91944.68,2483,396848,128,725337
"1484","plate9.E11.pilon.contigs_renamed.fasta",80,5983385,74792.31,448,538901,128,764799
"1485","plate9.E1.pilon.contigs_renamed.fasta",94,5955099,63352.12,476,355339,128,684613
"1486","plate9.E2.pilon.contigs_renamed.fasta",57,5976013,104842.33,2019,454676,128,1025402
"1487","plate9.E3.pilon.contigs_renamed.fasta",78,5983034,76705.56,363,849142,128,1361638
"1488","plate9.E4.pilon.contigs_renamed.fasta",91,5971930,65625.6,374,324283,128,853854
"1489","plate9.E5.pilon.contigs_renamed.fasta",59,5843628,99044.54,3091,253218,128,719114
"1490","plate9.E6.pilon.contigs_renamed.fasta",50,5876848,117536.96,19502,371162,128,824520
"1491","plate9.E7.pilon.contigs_renamed.fasta",57,6063549,106378.05,1284,310148,128,1083298
"1492","plate9.E8.pilon.contigs_renamed.fasta",58,5947834,102548.86,421.5,353041,128,683541
"1493","plate9.E9.pilon.contigs_renamed.fasta",70,5974797,85354.24,367,336617,128,1177389
"1494","plate9.F10.pilon.contigs_renamed.fasta",56,5975991,106714.12,1767,680543,128,1109510
"1495","plate9.F11.pilon.contigs_renamed.fasta",80,5984954,74811.93,382,457913,128,895540
"1496","plate9.F1.pilon.contigs_renamed.fasta",225,6152211,27343.16,353,722813,128,1384331
"1497","plate9.F2.pilon.contigs_renamed.fasta",62,5975133,96373.11,2327.5,486260,128,1098330
"1498","plate9.F3.pilon.contigs_renamed.fasta",74,5984577,80872.66,481.5,599825,128,828631
"1499","plate9.F4.pilon.contigs_renamed.fasta",68,5961955,87675.81,1242.5,346046,128,889941
"1500","plate9.F5.pilon.contigs_renamed.fasta",44,6061919,137770.89,1648.5,491872,128,1426915
"1501","plate9.F6.pilon.contigs_renamed.fasta",37,6060210,163789.46,3173,577919,128,955488
"1502","plate9.F7.pilon.contigs_renamed.fasta",71,6055514,85288.93,38851,227221,128,637975
"1503","plate9.F8.pilon.contigs_renamed.fasta",116,6252431,53900.27,1021,211883,128,421164
"1504","plate9.F9.pilon.contigs_renamed.fasta",79,5980332,75700.41,352,497439,128,1274704
"1505","plate9.G10.pilon.contigs_renamed.fasta",119,6253517,52550.56,498,211883,128,390456
"1506","plate9.G12.pilon.contigs_renamed.fasta",100,5860969,58609.69,340.5,564218,128,1388916
"1507","plate9.G1.pilon.contigs_renamed.fasta",112,6005121,53617.15,343,847986,128,1346381
"1508","plate9.G2.pilon.contigs_renamed.fasta",135,5988574,44359.81,371,267813,128,546010
"1509","plate9.G3.pilon.contigs_renamed.fasta",112,5981969,53410.44,367,255446,128,546010
"1510","plate9.G4.pilon.contigs_renamed.fasta",146,6148627,42113.88,367.5,513025,128,786884
"1511","plate9.G5.pilon.contigs_renamed.fasta",70,5981615,85451.64,368.5,622649,128,1211421
"1512","plate9.G6.pilon.contigs_renamed.fasta",75,5992429,79899.05,1966,259782,128,669752
"1513","plate9.G7.pilon.contigs_renamed.fasta",57,6136974,107666.21,606,320796,128,1021236
"1514","plate9.G8.pilon.contigs_renamed.fasta",51,6085496,119323.45,373,768959,128,890073
"1515","plate9.H10.pilon.contigs_renamed.fasta",760,6258646,8235.06,341,592096,128,795368
"1516","plate9.H1.pilon.contigs_renamed.fasta",69,5988172,86785.1,329,645715,128,1049154
"1517","plate9.H2.pilon.contigs_renamed.fasta",1057,6724764,6362.12,359,538042,128,1426915
"1518","plate9.H3.pilon.contigs_renamed.fasta",89,6100895,68549.38,338,890173,128,1199242
"1519","plate9.H4.pilon.contigs_renamed.fasta",143,6000201,41959.45,381,390910,128,932917
"1520","plate9.H5.pilon.contigs_renamed.fasta",102,6003708,58859.88,342.5,497886,128,710907
"1521","plate9.H6.pilon.contigs_renamed.fasta",42,6083308,144840.67,353.5,684115,128,1437556
"1522","plate9.H7.pilon.contigs_renamed.fasta",56,6087713,108709.16,308.5,1264960,128,1388065
"1523","plate9.H8.pilon.contigs_renamed.fasta",741,5579508,7529.7,341,616813,128,1121906
"1524","plate9.H9.pilon.contigs_renamed.fasta",664,5531575,8330.69,347,332991,128,774180
